,Average WER,Average WLR,Average CER,Average CLR,Average Levenshtein Distace,Average Precision,Average Recall,Average F1,Average Inference Time
0,1.0,0.0,1.0,0.0,692.75,0.0,0.0,0.0,5.436367869377136
