,Average WER,Average WLR,Average CER,Average CLR,Average Levenshtein Distace,Average Precision,Average Recall,Average F1,Average Inference Time
0,1.0695992500971598,-0.06959925009715984,0.8895736576860565,0.11042634231394355,464.1,0.3469170422251073,0.29738324176773845,0.2942567529193331,3.8049869537353516
