,Average WER,Average WLR,Average CER,Average CLR,Average Levenshtein Distace,Average Precision,Average Recall,Average F1,Average Inference Time
0,0.14052898667677122,0.8594710133232288,0.06315020148770356,0.9368497985122964,81.6,0.9309914248353517,0.9684474838754786,0.948990304563706,3.450005125999451
