,Average WER,Average WLR,Average CER,Average CLR,Average Levenshtein Distace,Average Precision,Average Recall,Average F1,Average Inference Time
0,0.9437294591514227,0.0562705408485773,0.8859279768259732,0.11407202317402676,488.05,0.36830161957669577,0.25217150209060113,0.2637962175580208,5.811282229423523
