,Image File,Word File,WER,CER,Word Accuracy,Character Accuracy,Levenshtein Distance,Precision,Recall,F1 Score,Inference Time (s)
0,1 (1).jpg,1 (1).txt,0.21153846153846154,0.12424242424242424,0.7884615384615384,0.8757575757575757,41,0.9361702127659575,0.9166666666666666,0.9263157894736843,0.9591062068939209
1,1 (10).jpg,1 (10).txt,0.13284132841328414,0.07404891304347826,0.8671586715867159,0.9259510869565217,109,0.9027777777777778,0.9701492537313433,0.9352517985611511,4.1810219287872314
2,1 (11).jpg,1 (11).txt,0.17557251908396945,0.060991105463786534,0.8244274809160306,0.9390088945362135,48,0.8596491228070176,0.9245283018867925,0.8909090909090909,2.242088556289673
3,1 (12).jpg,1 (12).txt,0.0847953216374269,0.016765285996055226,0.9152046783625731,0.9832347140039448,34,0.9428571428571428,0.9565217391304348,0.9496402877697843,4.280988693237305
4,1 (13).jpg,1 (13).txt,0.07746478873239436,0.012619669277632724,0.9225352112676056,0.9873803307223673,29,0.9117647058823529,0.96875,0.9393939393939394,5.3255579471588135
5,1 (14).jpg,1 (14).txt,0.09722222222222222,0.02065491183879093,0.9027777777777778,0.979345088161209,41,0.9027777777777778,0.9558823529411765,0.9285714285714286,4.922136306762695
6,1 (2).jpg,1 (2).txt,0.19047619047619047,0.058695652173913045,0.8095238095238095,0.941304347826087,108,0.9315068493150684,1.0,0.9645390070921985,4.177662372589111
7,1 (3).jpg,1 (3).txt,0.15294117647058825,0.08565928777670838,0.8470588235294118,0.9143407122232916,178,0.9253731343283582,0.9538461538461539,0.9393939393939394,4.0102698802948
8,1 (4).jpg,1 (4).txt,0.07975460122699386,0.019853709508881923,0.9202453987730062,0.9801462904911181,19,0.9629629629629629,0.9629629629629629,0.9629629629629629,2.082329034805298
9,1 (5).jpg,1 (5).txt,0.11363636363636363,0.0949438202247191,0.8863636363636364,0.9050561797752809,169,0.96875,1.0,0.9841269841269841,4.389382600784302
10,1 (6).jpg,1 (6).txt,0.09717868338557993,0.014989293361884369,0.9028213166144201,0.9850107066381156,28,0.9117647058823529,0.9841269841269841,0.9465648854961831,4.130739212036133
11,1 (7).jpg,1 (7).txt,0.12307692307692308,0.020102651839178785,0.8769230769230769,0.9798973481608212,47,0.9,1.0,0.9473684210526316,4.7354819774627686
12,1 (8).jpg,1 (8).txt,0.14583333333333334,0.03756708407871199,0.8541666666666666,0.962432915921288,21,0.9803921568627451,0.9803921568627451,0.9803921568627451,1.3901965618133545
13,1 (9).jpg,1 (9).txt,0.12605042016806722,0.019376181474480152,0.8739495798319328,0.9806238185255198,41,0.9076923076923077,0.9833333333333333,0.944,4.134551525115967
14,Adar_Kora_Alo_Page161_to_Page176_Page_01.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_01.txt,0.08415841584158416,0.02284263959390863,0.9158415841584159,0.9771573604060914,27,0.9482758620689655,1.0,0.9734513274336283,2.3900909423828125
15,Adar_Kora_Alo_Page161_to_Page176_Page_02.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_02.txt,0.13675213675213677,0.029323308270676692,0.8632478632478633,0.9706766917293234,39,0.8860759493670886,0.958904109589041,0.9210526315789473,3.312450408935547
16,Adar_Kora_Alo_Page161_to_Page176_Page_03.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_03.txt,0.0429042904290429,0.006300114547537228,0.9570957095709571,0.9936998854524628,11,0.9508196721311475,1.0,0.9747899159663865,3.7275822162628174
17,Aguner_Chamak_Page07_to_Page29_Page_01.jpg,Aguner_Chamak_Page07_to_Page29_Page_01.txt,0.5560538116591929,0.511587982832618,0.4439461883408071,0.48841201716738203,596,0.9591836734693877,0.94,0.9494949494949495,1.568253517150879
18,Aguner_Chamak_Page07_to_Page29_Page_02.jpg,Aguner_Chamak_Page07_to_Page29_Page_02.txt,0.12790697674418605,0.021961932650073207,0.872093023255814,0.9780380673499268,30,0.9310344827586207,0.9473684210526315,0.9391304347826087,2.6738078594207764
19,Aguner_Chamak_Page07_to_Page29_Page_03.jpg,Aguner_Chamak_Page07_to_Page29_Page_03.txt,0.05442176870748299,0.010478061558611657,0.9455782312925171,0.9895219384413884,16,1.0,0.9655172413793104,0.9824561403508771,4.36640477180481
