,Image File,Word File,WER,CER,Word Accuracy,Character Accuracy,Levenshtein Distance,Precision,Recall,F1 Score,Inference Time (s)
0,1 (1).jpg,1 (1).txt,0.40384615384615385,0.15151515151515152,0.5961538461538461,0.8484848484848485,50,1.0397350993377483,0.9515151515151515,0.9936708860759494,1.563934326171875
1,1 (10).jpg,1 (10).txt,0.25092250922509224,0.12092391304347826,0.7490774907749078,0.8790760869565217,178,1.0228082679971489,0.9748641304347826,0.9982608695652173,3.941098690032959
2,1 (11).jpg,1 (11).txt,0.2595419847328244,0.09021601016518424,0.7404580152671756,0.9097839898348158,71,1.0052151238591918,0.9796696315120712,0.9922779922779924,2.8090522289276123
3,1 (12).jpg,1 (12).txt,0.19883040935672514,0.0601577909270217,0.8011695906432749,0.9398422090729783,122,1.020961145194274,0.9847140039447732,1.0025100401606426,5.397770404815674
4,1 (13).jpg,1 (13).txt,0.20657276995305165,0.07441253263707572,0.7934272300469484,0.9255874673629243,171,1.0273473108477666,0.9808529155787642,1.0035618878005343,6.467130661010742
5,1 (14).jpg,1 (14).txt,0.2361111111111111,0.08614609571788413,0.7638888888888888,0.9138539042821159,171,1.0220010476689365,0.9828715365239294,1.002054442732409,5.544344186782837
6,1 (2).jpg,1 (2).txt,0.32653061224489793,0.10978260869565218,0.6734693877551021,0.8902173913043478,202,1.0248868778280542,0.9847826086956522,1.0044345898004434,5.202552080154419
7,1 (3).jpg,1 (3).txt,0.27058823529411763,0.09624639076034648,0.7294117647058824,0.9037536092396535,200,1.0353000504286434,0.9879692011549567,1.011081014528441,5.4032158851623535
8,1 (4).jpg,1 (4).txt,0.25766871165644173,0.08150470219435736,0.7423312883435582,0.9184952978056427,78,1.0328227571115973,0.9864158829676071,1.0090860502405132,2.7513489723205566
9,1 (5).jpg,1 (5).txt,0.21103896103896103,0.08089887640449438,0.788961038961039,0.9191011235955057,144,1.015625,0.9859550561797753,1.000570125427594,4.96577000617981
10,1 (6).jpg,1 (6).txt,0.2946708463949843,0.14775160599571735,0.7053291536050157,0.8522483940042827,276,1.0222345747637576,0.984475374732334,1.0029997272975186,5.81264066696167
11,1 (7).jpg,1 (7).txt,0.2743589743589744,0.10479041916167664,0.7256410256410256,0.8952095808383234,245,1.0342651036970243,0.981180496150556,1.0070237050043898,5.992428541183472
12,1 (8).jpg,1 (8).txt,0.375,0.1449016100178891,0.625,0.855098389982111,81,1.0539499036608864,0.9785330948121646,1.0148423005565863,2.1882376670837402
13,1 (9).jpg,1 (9).txt,0.28291316526610644,0.11483931947069943,0.7170868347338936,0.8851606805293005,243,1.0266140956136027,0.9844045368620038,1.0050663449939685,5.8562538623809814
14,Adar_Kora_Alo_Page161_to_Page176_Page_01.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_01.txt,0.29207920792079206,0.1353637901861252,0.7079207920792079,0.8646362098138748,160,1.0337777777777777,0.9839255499153976,1.0082358040745556,3.711747169494629
15,Adar_Kora_Alo_Page161_to_Page176_Page_02.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_02.txt,0.3162393162393162,0.11654135338345864,0.6837606837606838,0.8834586466165414,155,1.0248397435897436,0.9616541353383459,0.9922420480993018,4.117130517959595
16,Adar_Kora_Alo_Page161_to_Page176_Page_03.jpg,Adar_Kora_Alo_Page161_to_Page176_Page_03.txt,0.23432343234323433,0.11798396334478808,0.7656765676567656,0.8820160366552119,206,1.0267538644470868,0.9891179839633448,1.0075845974329056,5.447538137435913
17,Aguner_Chamak_Page07_to_Page29_Page_01.jpg,Aguner_Chamak_Page07_to_Page29_Page_01.txt,0.6143497757847534,0.5339055793991416,0.38565022421524664,0.4660944206008584,622,2.0319715808170513,0.9819742489270387,1.324074074074074,1.9245588779449463
18,Aguner_Chamak_Page07_to_Page29_Page_02.jpg,Aguner_Chamak_Page07_to_Page29_Page_02.txt,0.32945736434108525,0.15739385065885797,0.6705426356589148,0.8426061493411421,215,1.0113808801213962,0.9758418740849195,0.9932935916542475,3.841038703918457
19,Aguner_Chamak_Page07_to_Page29_Page_03.jpg,Aguner_Chamak_Page07_to_Page29_Page_03.txt,0.2687074829931973,0.10674525212835625,0.7312925170068028,0.8932547478716437,163,1.0208473436449226,0.9941060903732809,1.0072992700729926,3.8970680236816406
